record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
11706,1161,1161,paragraph,Zechariah,,,,,,book_introduction,,,"Literary Features. The book of Zechariah uses three distinct literary forms, forming the three major sections of the book. Apart from the introduction and appeal for repentance in Zechariah 1: 1-6, it contains a series of vision reports (1:7- 6:8) that ends with a command for a symbolic act (6:9-15), a prophetic inquiry (chaps. 7-8), and two prophetic oracles (chaps. 9-11; 12-14)."
11707,1161,1161,paragraph,Zechariah,,,,,,book_introduction,,,"The form of the vision reports resembles those in the book of Daniel. Both present the supernatural revelation in symbolic terms, explained by an angelic interpreter. The angel may explain only the historical significance of the symbols or may expand on the spiritual implications with appeals to repentance and declarations of encouragement."
11708,1161,1161,paragraph,Zechariah,,,,,,book_introduction,,,"The prophetic inquiry in chapters 7-8 resembles some of the inquiries found in preexilic biblical books (see 2 Kin. 22:11-20; 1 Chr. 17:1-15; Jer. 21:1-14). In each case, someone (often a messenger) comes to the prophet with a question about some contemplated course of action. The prophet then gives an answer from God. The answer, often more complex than the question, not only specifies God's will on the matter but also includes messages of warning or encouragement that spell out the practical implications of proceeding."
11709,1161,1161,paragraph,Zechariah,,,,,,book_introduction,,,"The prophetic oracles of Zechariah 9-14 resemble the national oracles in many of the preexilic prophets that announced God's judgments against various nations (ct. Jer. 46-51; Amos 1:3-2:16). Zechariah formally directs the two oracles against ""the land of Hadrach"" (Syria; Zech. 9:1) and against Israel (12:1), though he also mentions several other nations."
11710,1161,1162,paragraph,Zechariah,,,,,,book_introduction,,,"Certain sections of Zechariah contain characteristics of apocalyptic literature, which normally involves symbolic visions, interpretations by angelic messengers, and messages of deliverance for God's people and judgment against other nations. The apocalyptic character of the book is most evident in the first and third sections, which discuss God's plan to restore not only the postexilic Jewish community but also the entire world."
11711,1162,1162,paragraph,Zechariah,,,,,,book_introduction,,,COMMENTARY
11712,1162,1162,paragraph,Zechariah,1,1,1,6,Zechariah 1:1-6,explicit_scope,,,1:1-6
11713,1162,1162,paragraph,Zechariah,1,1,1,6,Zechariah 1:1-6,carried_scope,,,INTRODUCTION
11714,1162,1162,paragraph,Zechariah,1,1,1,6,Zechariah 1:1-6,carried_scope,,,"The introduction dates the beginning of Zechariah's prophecies to the second year of Darius (Le., 520 B.C.). The eighth month of the Jewish calendar would overlap October and November. Like many other prophets, Zechariah asserted the authority of his message by claiming to speak ""the word of the LORD"" (1:1). All the major sections of the book of Zechariah also begin with some indication of the divine origin and authority of the message (v. 7; 7:1; 9:1). The call to repentance begins with a statement of God's anger. Because of the actions of their forebears, Judah had experienced difficulties since the Exile. Their ancestors refused to listen to the prophets (1:4). But the Lord's command to return to Him (Le., repent; v. 3) offers the solution for the sin of disobedience."
11715,1162,1162,paragraph,Zechariah,1,1,1,6,Zechariah 1:1-6,carried_scope,,,"Even after the prophets died, the potent words they spoke on the Lord's behalf came to pass and eventually led those who went into exile to confess that the Lord had treated them as their deeds deserved (v. 6). The people of Judah needed to learn from what happened to their ancestors and to act differently. After all, even their forbearers eventually returned to God and repented when they were exiled."
11716,1162,1162,paragraph,Zechariah,1,7,6,15,Zechariah 1:7-6:15,explicit_scope,,,1:7-6:15
11717,1162,1162,paragraph,Zechariah,1,7,6,15,Zechariah 1:7-6:15,carried_scope,,,THE NIGHT VISIONS
11718,1162,1162,paragraph,Zechariah,1,7,6,15,Zechariah 1:7-6:15,carried_scope,,,"Each of Zechariah's eight visions follows a similar literary pattern: the prophet describes what he saw in his own words and requests an interpretation, which an angel provides. In several cases, the interpreting angel adds an oracular statement that emphasizes the significance of the vision. The visions assured the postexilic Jewish community of God's protection as they built the temple and restored worship of the Lord."
11719,1162,1162,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,explicit_scope,,,"1:7-17. The First Vision. Zechariah gives a more precise date for his vision than for his call (ef. 1: I)-around February 15, 519 B.C. The prophet affirms the message as ""the word of the LORD"" even though he himself describes the vision. He presumably sawall the visions on the same day since he gives no other date. He wakes up in 4: 1, suggesting he may have slept between the visions."
11720,1162,1162,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"The prophet saw a man riding on a red horse standing among the myrtle trees (1:8). This was probably the Angel of the Lord (v. 11), not the angel who talked with Zechariah (v. 9). The designation ""man"" probably refers only to appearance since this messenger disclosed supernatural information. Scripture often identifies the Angel of the Lord as Yahweh but sometimes presents Him as a divine being distinct from Yahweh (ef. Gen. 16:11-12; 31:11-13; Ex. 3:4, 7-18; 14:19, 24; Judg. 6: 11-25). Details such as the colors of the horses are not significant in any discernable way, and the text does not interpret them. But the series of four colored horses recalls the similar vision in Revelation 6:1-8. Symbolic horses show up again in Zechariah's eighth vision (Zech. 6: 1-8) and in the latter half of the book (see 9:10; 10:3)."
11721,1162,1162,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"The horses had roamed throughout the earth and returned to inform the Angel of the Lord that everything was quiet, peaceful, at rest, and still (1:11). This could mean that the Persian Empire, including Judah, was under no threat, so the Jews could proceed to reconstruct the temple without fear. The promises of vv. 16-17 would support this interpretation. But it could also indicate that the nations around Judah were not assisting the Jews and remained hostile, an interpretation supported by the rebuke against the nations in v. 15. It seems that while Judah struggled, other nations enjoyed ease and did not care about Judah's welfare. In either case, God clearly wanted the Jews to rebuild the temple."
11722,1162,1162,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"The Angel of the Lord responded to the message with a complaint that reflected the thoughts of the people. Although the world was at rest, Judah had still not received relief (v. 12). Apparently, the return of the small remnant did not completely fulfill the prophecies of restoration (ef. Jer. 29:10; 24:6-7). They also had to restore the city and temple. The seventy years (Zech. 1:12) may refer to the years of captivity predicted by Jeremiah (Jer. 25:11-12), from 605 to 536 B.C., or to the seventy years extending from the beginning of Nebuchadnezzar's final siege of Jerusalem to the year of Zechariah's visions, from 589/8 to 519 B.C."
11723,1162,1163,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"Concerning the response of God to the angel, we are only told that He spoke tobim (""good,"" ""pleasant,"" ""kind, "") and nikhumim (""comforting,"" ""compassionate"") words (v. 13). Whatever He said, He intended to encourage. Though He had been a little angry with Judah, He could not accept how the nations had treated them. Judah had not done what the Lord wanted, but their enemies had overdone what He wanted. God's anger against Judah (v. 2) had turned into extreme jealousy/zeal for Jerusalem and Zion and anger against the complacent nations (vv. 14-15)."
11724,1163,1163,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"In his vision, Zechariah explains that God had returned to Jerusalem with mercy and compassion. As a sign of His mercy, the Lord would secure the rebuilding of His house, symbolized by the line (of the surveyor or builder) stretched out over it. He would reinstate His past mercies by comforting Zion, choosing Jerusalem, and causing the cities to overflow again (v. 17)."
11725,1163,1163,paragraph,Zechariah,1,7,1,17,Zechariah 1:7-17,carried_scope,,,"1: 18-21. The Second Vision. In the Bible, horns symbolize power and pride (ef. Deut. 33:17; Ps. 75:4-5; Dan. 8:3-9). Here, the horns which had scattered Judah, Israel, Jerusalem, and the nations that lifted up horns represent those who opposed the Jews (Zech. 1:19, 21). But craftsmen would oppose the horns by frightening them and throwing them down. The Hebrew word kharashim (""craftspersons,"" ""carpenters,"" ""metalworkers"") can refer to any type of skilled worker but often indicates those who produce religious objects (see Is. 40:19; Hos. 13:2), including those who built the sanctuary (Ex. 38:23) and Solomon's temple (1 Kin. 7:14). Here, the ""craftspersons"" are those building and furnishing the temple. Thus, rebuilding the temple would repel Judah's enemies."
11726,1163,1163,paragraph,Zechariah,2,1,2,13,Zechariah 2:1-13,explicit_scope,,,"2:1-13. The Third Vision. The ""measuring line"" in 2:1 translates a different Hebrew term from the one used in 1:16, but both are instruments for architectural measurement used to measure Jerusalem. In Zechariah's time, they had not yet rebuilt the wall, so the man could not have measured Jerusalem's walls. But the act of measuring Jerusalem implies that the city would have a specific size. Two angels explained this vision and the two implications for Jerusalem of the absence of a wall. First, a wall would not limit the city because of its great size and population (2:4). Second, the Lord would protect the city and be the glory inside it, making a wall unnecessary. In some sense, the wall is the glory of a city and not its fortifications. God would not only surround the city to protect it but be present within it as well (i.e., in the temple). The repetition of the verb 'ehyeh (""I will be"") seems to imply two different but complementary roles for God. The Hebrew says literally ""I will be a wall ... and I will be for glory"" (v. 5). Zechariah did not see either of these predictions fully realized. Nearly a century later, in the time of Nehemiah, the city was still underpopulated. Not until the time of Jesus did it overflow during festivals."
11727,1163,1163,paragraph,Zechariah,2,1,2,13,Zechariah 2:1-13,carried_scope,,,"A poetic explanation follows the vision. The Lord repeatedly exhorted the exiles to flee from the land of the north (Le., from Babylon; v. 6; ef. Jer. 25:9; Ezek. 26:7) and to escape from the daughter of Babylon (Zech. 2:7). They no longer needed to cringe in Babylon. God assumed responsibility for the punishment and restoration of Judah: He had scattered them abroad to the four winds (v. 6), so they could safely return when He called them back."
11728,1163,1163,paragraph,Zechariah,2,1,2,13,Zechariah 2:1-13,carried_scope,,,"Verses 8 and 9 offer additional reasons to return. God watches over Judah as the apple of His eye (v. 8). The ""apple"" of the eye is either the eyeball or the pupil. In either case, this is a very sensitive, easily seen body part. God was very aware of and sensitive to any offense against Judah. The Jews also needed to return because God would soon punish the nations in which they were exiled. It was no longer safe to remain in Mesopotamia. This confirms the message that Zechariah received in the first vision: either all was at peace (and it was safe to return to Judah), or the hostile nations would be punished (and it was unsafe to remain there). The fulfillment of Zechariah's prediction would prove to the people that God (yahweh tseba 'ot, ""LoRD of hosts, LORD Almighty"") Himself had sent Zechariah (v. 9). Unfortunately, most of the Jewish exiles never returned despite these assurances."
11729,1163,1163,paragraph,Zechariah,2,1,2,13,Zechariah 2:1-13,carried_scope,,,"Two seemingly paradoxical exhortations bracket the latter part of the oracle, one to shout, sing, rejoice, and be glad because God was coming to live among them (v. 10) and another to be silent because the Lord had aroused Himself from His holy dwelling (v. 13; ef. Hab. 2:20). But the first exhortation is addressed to the daughter of Zion and the latter is addressed to all flesh/ human beings. It was time for Zion to rejoice and for the rest of humanity to hold its tongue in awe because the Lord would inherit and take possession of Judah. In response, the nations had to join with the Lord (Zech. 2:11) or else face destruction (14:3, 12). Then they would know that God had indeed sent Zechariah (2:11). Thus, both the affliction of the nations and their conversion appear as signs of the truthfulness of Zechariah's message. The idea of foreigners joining with Judah recurs in 8:20-23."
11730,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,explicit_scope,,,"3:1-10. The Fourth Vision. The next two visions address the two leaders of the Jewish community, a pivotal issue in this part of the book. The fourth vision centers on Joshua, the first high priest after the return from Babylon (see Ezra 3:2, 8; 4:3; 5:2; 10:18; Hag. 1:1, 12; 2:2, 4), and his fitness to serve. The high priest represented the people before God. Bringing Judah and the world back into order necessitated two things: the temple and the priesthood. But both had been out of commission for nearly sixty years, and only appropriately consecrated priests could renew the temple and minister in it."
11731,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"In his vision, Zechariah saw a courtroom scene: Joshua stood before the Angel of the Lord with Satan at the right to oppose/accuse him. The verb ""oppose"" or ""accuse"" derives from the same Hebrew root as the name ""Satan."" The prospect of Judah's restoration aroused challenges from the opponents of God's people (Ezra 4:4-16; cf. Neh. 4:1-11), here epitomized by the Accuser (Le., Satan). He based his objections on the sinfulness of the people both before and after the Exile. Strangely, however, instead of Satan rebuking Joshua, the Lord rebukes Satan. Although Joshua stands before the Angel of the Lord (Zech. 3:1), the Lord Himself speaks in his defense. Here, again, the divine Angel of the Lord is distinguished from Yahweh (see commentary on 1:7-17). In such contexts, the Angel most probably refers to the Messiah (3:1-9; ct. Ex. 14:19; 23:20-21; Mal. 3:1-3)."
11732,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"God Himself had grounds for accusing the people of Judah and sending them into exile. But now He had again chosen Jerusalem (Zech. 3:2; ct. 1: 17; 2: 12). Since God had chosen Jerusalem, the restoration of the city constituted a rebuke of Judah's enemies, including Satan. The brand rescued from the fire refers not only to the high priest Joshua but also to all of postexilic Judah. The high priest represents the people whom God had taken back from the ""fire"" of exile and reinstated in their holy calling."
11733,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"Zechariah saw Joshua dressed in dirty clothes, representing the iniquity of Joshua and the people he represented. The defiled garments and his personal iniquity would make him unfit for his priestly functions. This presented a vicious dilemma: Joshua could not officiate because of his defilement. He could be cleansed only through a sacrifice, but he was the priest who had to offer the sacrifice to remove the defilement. Divine intervention solved Joshua's problem. God ordered Joshua's filthy garments removed and replaced them with clean garments that would enable him to serve in his capacity as high priest. He does not deny Joshua's defilement. He takes it away. Joshua's transformation symbolizes what God would do for Judah and for every person who turns to Him. By taking the side of repentant sinners, God continues to remove the iniquity of those who cannot rescue themselves."
11734,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"In the vision, a series of assurances follows the change of Joshua's clothes. First, God would assure Joshua's position if he would remain obedient, walking in the Lord's ways (moral conformity to God's will) and keeping the Lord's charge (faithful performance of ritual duties). If he would do these things, Joshua would have a share in Judah's restoration and a place among the heavenly beings present in this scene (3:7)."
11735,1164,1164,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"Second, God assured Joshua that He would send His Servant, the Branch (v. 8). ""The Branch"" is a messianic title (ct. Jer. 23:5-6; Is. 4:2; see Zechariah: Introduction). Zechariah 6:12 indicates that the Branch would build the temple. Though Zerubbabel rebuilt the temple (4:6-10), he was not the Messiah. Rather, as the sanctuary builder, he symbolized the coming Messiah, who would inaugurate a new sanctuary, as indeed Jesus did (Heb. 8:1-2; 9:11)."
11736,1164,1165,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"Third, God assured Joshua that He would remove the iniquity of the land (Zech. 3:9). The text does not explain the stone with seven eyes placed before Joshua. Commentators have variously associated the stone with Christ, the kingdom of God (ct. Dan. 2:34-35, 44), and Zerubbabel, though none of these has been conclusively established. Since the promise of the coming Servant, the Branch, immediately precedes (Zech. 3:8), the stone may refer to the Messiah (Is. 28:16), who would come to remove iniquity (Zech. 3:9; ct. Is. 53:4-5), and the seven eyes may refer to the Holy Spirit, who accompanies and endues the Servant (ct. Is. 11:1-2; 42:1; 48:16). Elsewhere in Scripture, Revelation 5:6 mentions seven eyes, which are ""the seven Spirits of God."" Understood differently, ""seven eyes"" may refer to seven facets on the stone, though a seven-sided stone would be unusual. Since God would engrave an inscription on the stone, it likely had some commemorative purpose. Some have suggested that the stone was a cornerstone, but a cornerstone with seven sides would seem impractical. The word translated as ""eyes"" could also mean ""water springs"" or ""fountains,"" and the expression mepattekh pittukhah (usually rendered as ""I will engrave an engraving"") could instead mean ""I will open its openings."" If this is correct, it would fit with the final clause of the verse, which refers to the removal of the iniquity/sin of the land in one day (Zech. 3:9), especially in view of the promise in 13: 1. The idea of removing iniquity in one day probably refers to the Day of Atonement and fits well with the high priest's change of clothes on that day (Lev. 16)."
11737,1165,1165,paragraph,Zechariah,3,1,3,10,Zechariah 3:1-10,carried_scope,,,"Fourth, the Lord assured Joshua that after the cleansing the inhabitants of the land would dwell at peace. This also fits the Day of Atonement because after the cleansing the inhabitants of the land would dwell at peace. Zechariah 3:10 points to times of peace and prosperity when the people of Judah would invite their neighbors under their vine and fig trees (d. 1 Kin. 4:25; Mic. 4:4)."
11738,1165,1165,paragraph,Zechariah,4,1,4,14,Zechariah 4:1-14,explicit_scope,,,"4:1-14. The Fifth Vision. In his fifth vision, Zechariah saw a larnpstand resembling those in the tabernacle and Solomon's temple. Zechariah's description of the seven lamps probably means that each of them had seven lips, or notches, to hold wicks. This single fixture would then have forty-nine flames on it, making the lamp very bright. The bowl on top may have contained oil for the lamps, though this is not specified. Unable to understand the vision or the function of the two olive trees, the prophet asked about it, but he did not receive an immediate answer (v. 4)."
11739,1165,1165,paragraph,Zechariah,4,1,4,14,Zechariah 4:1-14,carried_scope,,,"Before answering the prophet's question, the angel provided a spiritual interpretation: the Spirit of the Lord, not human activity, would fulfill the vision. This certainly provided hope to a people whose limited numbers and resources made the tasks at hand quite daunting. The first few visions represented God's decision to scatter Judah. But now God's power had reassembled them and purified Joshua. Here, the message encourages Zerubbabel, the governor of the postexilic community. The Spirit of God would accomplish great things, leveling obstacles that seemed like mountains before him (v. 7), and he would have the honor of placing the capstone on the completed temple."
11740,1165,1165,paragraph,Zechariah,4,1,4,14,Zechariah 4:1-14,carried_scope,,,"Fifteen years after the exiles had returned from Babylon, they had still not restored the temple, the very reason for returning. Zerubbabel, who was probably already old, might have doubted whether he could complete the reconstruction. But the angel assured him that this would happen. Like the punishment of the nations (2:9) and their future conversion (v. 11), the completion of the temple would show that God had truly appointed Zechariah. Some may have despised ""the day of small things"" because of its seeming insignificance (4:10). Others would weep seeing how the new temple paled in comparison to Solomon's temple (d. Ezra 3:12-13; Hag. 2:3). But the prophets viewed this meager building as a sign of God's intervention and the promise of greater glory to come (d. Hag. 2:7). The seven may refer to the seven lamps with seven pipes representing God's presence on the earth (d. Rev. 4:5; 5:6), to the seven eyes of the Lord, or possibly to those who despise ""the day of small things"" (Zech. 4:10). The combination of the words eben and bedil in v. 10 are somewhat obscure. Conjectural translations include ""plumb line"" and ""chosen capstone,"" the last stone put in place."
11741,1165,1165,paragraph,Zechariah,4,1,4,14,Zechariah 4:1-14,carried_scope,,,"The angel finally answers Zechariah's question from v. 4. The seven lamps represent the eyes of the Lord, which scan back and forth through the whole earth (see Rev. 4:5). The two olive trees/branches and the two gold pipes are the two anointed ones who stand beside the Lord, serving the Sovereign of the whole earth (Zech. 4:14). As high priest, Joshua would have been anointed (d. Ex. 28:41), and the previous vision had already depicted him standing before the Angel of the Lord (Zech. 3:1). Zerubbabel, as a descendant of David, would also have been eligible for such a rite (see 1 Sam. 9:15-16; 16:1-3). Similarly, Revelation 11:3-4 refers to two olive trees and two lamp stands standing before the God of the earth."
11742,1165,1165,paragraph,Zechariah,4,1,4,14,Zechariah 4:1-14,carried_scope,,,"The word tsanterot, usually translated as ""pipes"" (Zech. 4:12), does not appear elsewhere in Scripture. The symbol of the trees is not perfectly clear. Although the two anointed leaders did not have the power to reestablish Judah, they served as intermediate sources of God's power. The lampstand itself appears to represent the community, which God empowers to become ""the light of the world"" (Matt. 5:14). Despite the obscurity of some of the description, Zechariah 4:13-14 clearly explains the point of the vision: God's power would accomplish what Judah needed."
11743,1165,1166,paragraph,Zechariah,5,1,5,4,Zechariah 5:1-4,explicit_scope,,,"5:1-4. The Sixth Vision. In his sixth vision, Zechariah saw a scroll of normal length but abnormal width. Normal scrolls were much smaller than 10 cubits (15 ft or 4.6 m) wide. The size indicates the importance of the message written on it. The flying scroll must have been unrolled (and therefore readable). Zechariah did not see the content of the scroll, but the interpreting angel told him that the scroll contained the curse going out over the face of the whole earth/ land (5:3). One side of the scroll announced the expulsion of thieves, the other the expulsion of perjurers. It does not mention idolatry, the sin the preexilic prophets most commonly denounced. After the Exile, polytheism was rare among the Jews. Like the words of God, the curse worked without human agents (see also Ps. 147:15; Is. 55:11). Since the scroll and its curse would destroy the homes of thieves and perjurers, no place would remain for them among the returned exiles (Zech. 5:4). The fourth vision provided for the purification of the nation, and the sixth provided for the removal of those persisting in sin."
11744,1166,1166,paragraph,Zechariah,5,5,5,11,Zechariah 5:5-11,explicit_scope,,,"5:5-11. The Seventh Vision. While the sixth vision denounced sin, the seventh describes its removal. An 'epah was either a fiber basket or a clay jar used to measure about 20 liters of grain (5.3 gal). A normal 'epah could not hold an adult, so the basket, like the scroll in the previous vision, must have been oversized and, therefore, symbolic. Its occupant symbolizes wickedness. She apparently attempts to leave the 'epah, but the angel throws her back in. The heavy lid prevents the woman from reopening the 'epah and escaping."
11745,1166,1166,paragraph,Zechariah,5,5,5,11,Zechariah 5:5-11,carried_scope,,,"The removal of the 'epah to Shinar (Le., Babylon) describes the process of Judah's purification, accomplished by the seventy-year Exile, which destroyed most of the nation and scattered most of those left (ct. Ezek. 5). Of those scattered, a few faithful ones returned home, leaving behind the idolatry of previous generations. Spiritual problems, but not idolatry, remained after the Exile. Throughout the Scriptures, Babylon symbolizes evil, even when God uses it as an instrument of punishment (as in Jer. 25:9 ff.)."
11746,1166,1166,paragraph,Zechariah,5,5,5,11,Zechariah 5:5-11,carried_scope,,,"The Hebrew name for the stork (khasidah; Zech. 5:9) derives from the adjective meaning ""faithful,"" so ""faithful ones"" removed wickedness from Judah and took it to a land representing enmity toward God. They would build a house/temple for the 'epah and permanently install it in wicked Babylon. Wickedness would no longer have a place among God's people; this is possibly connected to the removal of sin from Israel on the Day of Atonement."
11747,1166,1166,paragraph,Zechariah,6,1,6,8,Zechariah 6:1-8,explicit_scope,,,"6:1-8. The Eighth Vision. The eighth vision reprises the first, except that Zechariah saw chariot horses instead of riding mounts. Again the colors remain unexplained, as do the mountains of bronze (which could represent God's dwelling place; 6:1; ct. 8:3). The angel does explain that the chariots represent ""four spirits of heaven."" The Hebrew word rukhot can mean either ""winds"" or ""spirits."" The meaning ""winds"" (as in Dan. 8:8) would perhaps imply their destinations (the four directions), but the fact that they stand before the Lord of all the earth allows for ""spirits"" (Le., angels) as a possible translation (Zech. 6:5). The angel sent two of the chariots to the north (i.e., Mesopotamia) and one to the south (Le., Egypt). However, some translations render the destination of the white horses as ""west"" rather than the more literal ""after them"" (Le., north, following the black horses). The angel did not give the chariot of the red horses a destination but sent the chariots to travel throughout the earth, patrolling the nations (v. 7)."
11748,1166,1166,paragraph,Zechariah,6,1,6,8,Zechariah 6:1-8,carried_scope,,,"Those going toward the north gave God's Spirit rest in that region (v. 8). This differs slightly from the first vision, in which the whole earth rested quietly (1:11), but both represent peace. Assyria and Babylon always invaded Judah from the north, so the mention of rest in the north assured God's people that these invaders would not return. The postexilic community no longer needed to worry about the dangers around them (ct. Hag. 1:2). The rest for God's Spirit may refer to Darius's decree permitting the rebuilding of the temple (ct. Ezra 6:1-12). The night visions ended as they began, on a hopeful note. The whole earth was at rest, including Judah (Zech. 1:11; 2:12; 12:1-14). Even the Lord had found rest in the restoration of His people and temple."
11749,1166,1167,paragraph,Zechariah,6,9,6,15,Zechariah 6:9-15,explicit_scope,,,"6:9-15. The High Priest's Crown. At this point the book shifts from vision reports to an oracle commanding symbolic action. The exiles who had come from Babylon had perhaps brought the silver and gold as an offering for the temple from the Jews remaining in Mesopotamia, as Sheshbazzar had twenty years earlier (ct. Ezra 1:1-11). Since the Branch is a messianic title, this entire passage could prophesy the coming of the Messiah (see Zech. 3:8). More likely, it presents either Zerubbabel or Joshua as a historical type of the Messiah. Zerubbabel, the first governor of the postexilic Jewish community, was a descendant of King David, a ""branch"" from the Davidic line. He led the rebuilding of the temple (6:12). Both Matthew and Luke identify Zerubbabel as an ancestor of Jesus (ct. Matt. 1:12-13; Luke 3:27). But the Lord told Zechariah to crown Joshua the high priest, not Zerubbabel, the Davidic scion. The Hebrew word 'atarot is plural, though many translations render it as ""crown"" rather than ""crowns."" The text indicates that Joshua was to receive both crowns. However, the command for Joshua to behold the Man named the Branch implies that Joshua should look for another messianic figure (Zech. 6:12). The crowns foreshadow the dual role of the Messiah as both priest and king (ct. Heb. 3:1; Rev. 17:14; 19:11-16). Jesus fulfilled these prophecies, for He is King (d. Luke 19:37-38; John 18:37-39; Rev. 19:11-16), Priest (Heb. 3:1; 9:11), and the Provider of a new temple (John 2:19-21; Heb. 8:1-2; Rev. 21:22)."
11750,1167,1167,paragraph,Zechariah,6,9,6,15,Zechariah 6:9-15,carried_scope,,,"The crowns would remain in the temple as a memorial for those who would come from afar to rebuild it, drawing their attention not to individuals but to the temple's whole reconciliatory function (Zech. 6:14-15). Though worn by the high priest, the crowns honored the temple and the Lord. The assistance of distant people in reconstructing the Lord's temple would serve as a fourth sign that the Lord had sent Zechariah (v. 15, d. 2:9, 11; 4:9)."
11751,1167,1167,paragraph,Zechariah,7,1,8,23,Zechariah 7:1-8:23,explicit_scope,,,7:1-8:23
11752,1167,1167,paragraph,Zechariah,7,1,8,23,Zechariah 7:1-8:23,carried_scope,,,QUESTIONS ABOUT RELIGIOUS
11753,1167,1167,paragraph,Zechariah,7,1,8,23,Zechariah 7:1-8:23,carried_scope,,,PRACTICE
11754,1167,1167,paragraph,Zechariah,7,1,8,23,Zechariah 7:1-8:23,carried_scope,,,"Chapters seven and eight form the third section of the book, containing Zechariah's response to an inquiry. Other prophetic books also contain such responses (d. Jer. 21:1-2; Ezek. 20: 1). These two chapters form an inclusio in which the end of Zechariah 8 echoes the beginning of chapter 7. The question (7:1-3) receives an extended answer (7:5-8:23) centered around an appeal to restore social justice and a promise of material restoration (7:8- 8: 17), which leads to the encouraging note within the direct response eventually granted to the inquiry (8:18-23)."
11755,1167,1167,paragraph,Zechariah,7,1,7,7,Zechariah 7:1-7,explicit_scope,,,"7:1-7. Inquiry about Fasting. 'TWo years after the visions of Zechariah 1-6, during the winter of Darius' fourth year (around December 7, 518 B.C.), Zechariah received an inquiry about fasting. By this time, the people had resumed work on the temple, as indicated by the presence ofthe priests in the house of the Lord (7:3), though they did not complete reconstruction until about March 12, SIS B.C. (d. Ezra 6:15). Zechariah 7:2-7 describes the messengers sent to make an inquiry, but different translations understand the Hebrew betel (""house of God"") in different ways. It could mean the place of Jacob's encounter with God (Gen. 28:19), the temple itself, or the city. In any case, they came to inquire concerning a traditional day of fasting on the ninth day of the fifth month that commemorated the destruction ofthe temple by the Babylonians in 586 B.C. Since the fast commemorated the Exile, which had ended, and the destruction of the temple, which was being rebuilt, they wondered whether they should still observe it. They asked this question in the ninth month, eight months before the next observation of the fast. This was not a spur-ofthe-moment question; the enquirers wanted to know how their religious life should change after the return from exile."
11756,1167,1167,paragraph,Zechariah,7,1,7,7,Zechariah 7:1-7,carried_scope,,,"Zechariah responded with the divine authority of the word of God (Zech. 7:4). But first he challenged the inquirers' sincerity. They fasted and feasted, motivated by personal concerns rather than a real interest in the Lord. They had ignored His instructions given by the prophets. God did not command the fast in question. It was merely a human ordinance. The other fast in the seventh month (Tishri) commemorated the murder of Gedaliah. The seventy years in v. 5 refers to the period from the destruction of Jerusalem in 587/6 B.C. until this inquiry in 518/7 B.C., seventy years by inclusive reckoning."
11757,1167,1167,paragraph,Zechariah,7,8,7,14,Zechariah 7:8-14,explicit_scope,,,"7:8-14. A Call to Justice. The Lord has always desired social and economic justice over meaningless rituals (see Is. 58: 1-12; Mic. 6:6-8). It is therefore no surprise that God responded to an inquiry about fasting by calling for His people to practice justice and mercy and to stop oppressing the weak and plotting evil against each other (Zech. 7:9-10; see also Deut. 27:19; Is. 1:16-17; Jer. 7:5-7). The four commands mentioned-two positive (practice justice and show mercy) and two negative (do not oppress the widows and orphans or plan evil; Zech. 7:9-1O)-were intended to change the way worshipers related to their fellow beings. This, rather than external ceremonies, is the essence of true religion (d. Provo 21:3; James 1:27). Such justice was particularly commanded toward widows, orphans, aliens, and other marginalized people (Zech. 7:10). God has expected the same behavior of humanity in all ages (d. Matt. 23:23). When His people had obstinately refused to listen to His message, as communicated through the prophets, God had treated them the same way, refusing to listen to them when they called (Zech. 7:11-13). Finally, He scattered them with a whirlwind, the inevitable consequence of their own behavior (v. 14)."
11758,1167,1168,paragraph,Zechariah,8,1,8,8,Zechariah 8:1-8,explicit_scope,,,"8:1-8. The Promise of Restoration. God did not desire the Exile, and the curse that followed was not His final word. God always wanted to bless His people, and when they were ready to receive blessings, He granted them abundantly. God promised to dwell again in the city (Le., to sanctify it) and to repopulate it with His people, whom He would save from the east and the west (8:3-8). The ""east"" may refer to Persia, but the ""west"" is less identifiable. Instead, east and west may represent all directions. God plans to do the same again in the last days by bringing His people from all nations (cf. Rev. 5:9) and all directions (Luke 13:29)."
